cell,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio12,bio13,bio14,bio15,bio18,bio19,X0,X11,X12,X21,X22,X23,X24,X31,X41,X42,X43,X52,X71,X81,X82,X90,X95,x,y,dominant_cover,has_open_water,has_deciduous_forest,has_evergreen_forest,has_mixed_forest,has_shrub_or_scrub,has_grassland_or_herbaceous,has_pasture_or_hay,has_cultivated_crops,has_other,has_developed,has_wetlands
2,95.0,89.0,40.0,4757.0,220.0,-2.0,222.0,40.0,157.0,157.0,1003.0,142.0,33.0,45.0,119.0,376.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.75,48.9166666666667,Open Water,True,False,False,False,False,False,False,False,False,False,False
3,96.0,90.0,39.0,4851.0,222.0,-4.0,226.0,39.0,159.0,159.0,1074.0,149.0,37.0,43.0,130.0,395.0,0.0,0.0,0,0.110302165150642,0.0,0.0,0.0,0.0,0.0,0.815435826778412,0.0,0.0,0.0,0.0,0.0,0.0742620229721069,0.0,-122.583333333333,48.9166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,True,True
4,97.0,94.0,39.0,4962.0,230.0,-6.0,236.0,38.0,160.0,160.0,1183.0,159.0,42.0,41.0,147.0,422.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379073679447174,0.620926320552826,0.0,0.0,-122.416666666667,48.9166666666667,Cultivated Crops,False,False,False,False,False,False,True,True,False,False,False
13,49.0,122.0,34.0,8032.0,248.0,-109.0,357.0,-48.0,110.0,151.0,349.0,40.0,21.0,21.0,93.0,96.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.894412457942963,0.10558755695819902,0.0,0.0,0.0,0.0,-119.25,48.9166666666667,Shrub/Scrub,False,False,False,False,True,True,False,False,False,False,False
14,45.0,121.0,34.0,7977.0,244.0,-110.0,354.0,85.0,0.0,147.0,368.0,41.0,22.0,21.0,100.0,99.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8480957746505741,0.0,0.151904225349426,0.0,0.0,0.0,0.0,0.0,-119.083333333333,48.9166666666667,Evergreen Forest,False,False,True,False,True,False,False,False,False,False,False
18,67.0,119.0,32.0,8334.0,273.0,-89.0,362.0,-33.0,167.0,174.0,615.0,77.0,32.0,27.0,128.0,196.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.916666666667,48.9166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
19,47.0,108.0,31.0,7885.0,244.0,-98.0,342.0,-45.0,144.0,149.0,757.0,98.0,37.0,31.0,141.0,257.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.416666666667,48.9166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
23,27.0,108.0,32.0,7604.0,221.0,-115.0,336.0,-60.0,123.0,126.0,843.0,110.0,38.0,33.0,151.0,291.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-116.75,48.9166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
30,61.0,138.0,35.0,8333.0,279.0,-107.0,386.0,147.0,18.0,169.0,496.0,60.0,31.0,21.0,132.0,132.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59393048286438,0.0,0.406069546937943,0.0,0.0,0.0,0.0,0.0,-115.083333333333,48.9166666666667,Evergreen Forest,False,False,True,False,True,False,False,False,False,False,False
32,15.0,130.0,35.0,7670.0,217.0,-148.0,365.0,-73.0,109.0,114.0,749.0,83.0,42.0,21.0,168.0,226.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-114.75,48.9166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
36,36.0,135.0,36.0,7869.0,235.0,-137.0,372.0,114.0,-11.0,137.0,508.0,81.0,27.0,38.0,172.0,90.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0823871269822121,0.9176128506660458,0.0,0.0,0.0,0.0,-113.416666666667,48.9166666666667,Grassland/Herbaceous,False,False,False,False,True,True,False,False,False,False,False
61,28.0,119.0,24.0,12684.0,260.0,-222.0,482.0,180.0,-146.0,180.0,490.0,80.0,13.0,59.0,223.0,45.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6727770566940311,0.0,0.0,0.0,0.0,0.0,0.32722291350364696,0.0,0.0,-98.0833333333333,48.9166666666667,Deciduous Forest,False,True,False,False,False,False,False,True,False,False,False
63,24.0,124.0,24.0,12882.0,259.0,-239.0,498.0,177.0,-155.0,177.0,516.0,88.0,12.0,59.0,236.0,48.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124244101345539,0.0,0.875755906105042,-96.0833333333333,48.9166666666667,Wetlands,False,False,False,False,False,False,False,True,False,False,True
67,24.0,121.0,24.0,12905.0,257.0,-243.0,500.0,179.0,-155.0,179.0,551.0,94.0,13.0,61.0,256.0,46.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.25,48.9166666666667,Open Water,True,False,False,False,False,False,False,False,False,False,False
68,25.0,119.0,24.0,12769.0,255.0,-238.0,493.0,178.0,-152.0,178.0,574.0,96.0,13.0,59.0,263.0,49.0,0.0,0.105615228414536,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.894384801387787,0.0,-94.9166666666667,48.9166666666667,Wetlands,True,False,False,False,False,False,False,False,False,False,True
69,95.0,82.0,41.0,4203.0,210.0,11.0,199.0,48.0,149.0,149.0,795.0,119.0,25.0,48.0,92.0,304.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.916666666667,48.75,Open Water,True,False,False,False,False,False,False,False,False,False,False
70,94.0,85.0,40.0,4443.0,212.0,2.0,210.0,43.0,151.0,151.0,877.0,125.0,30.0,45.0,105.0,330.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.75,48.75,Open Water,True,False,False,False,False,False,False,False,False,False,False
72,93.0,89.0,39.0,4719.0,218.0,-5.0,223.0,38.0,153.0,153.0,1116.0,152.0,39.0,42.0,137.0,407.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.416666666667,48.75,Developed,False,False,False,False,False,False,False,False,False,True,False
73,85.0,90.0,38.0,4922.0,217.0,-14.0,231.0,29.0,149.0,149.0,1383.0,192.0,45.0,44.0,160.0,515.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.25,48.75,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
77,51.0,101.0,34.0,6773.0,220.0,-75.0,295.0,-27.0,139.0,139.0,1274.0,209.0,35.0,59.0,121.0,547.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.852262914180756,0.0,0.14773708581924402,0.0,0.0,0.0,0.0,0.0,-121.083333333333,48.75,Evergreen Forest,False,False,True,False,True,False,False,False,False,False,False
82,73.0,126.0,34.0,8432.0,277.0,-93.0,370.0,-29.0,135.0,180.0,320.0,40.0,17.0,25.0,75.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-119.583333333333,48.75,Shrub/Scrub,False,False,False,False,True,False,False,False,False,False,False
83,86.0,128.0,34.0,8460.0,291.0,-80.0,371.0,-17.0,187.0,193.0,308.0,38.0,17.0,23.0,72.0,94.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677063345909119,0.0,0.0,0.273878782987595,0.0,0.0490578860044479,-119.416666666667,48.75,Shrub/Scrub,False,False,False,False,True,False,False,True,False,False,True
84,54.0,125.0,34.0,8131.0,256.0,-106.0,362.0,-44.0,115.0,158.0,347.0,40.0,20.0,22.0,88.0,98.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-119.25,48.75,Shrub/Scrub,False,False,False,False,True,False,False,False,False,False,False
85,39.0,121.0,34.0,7928.0,237.0,-116.0,353.0,-56.0,100.0,140.0,387.0,45.0,23.0,22.0,98.0,109.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.083333333333,48.75,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
86,49.0,125.0,34.0,7987.0,251.0,-107.0,358.0,-48.0,109.0,151.0,413.0,48.0,24.0,23.0,103.0,116.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.75,48.75,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
87,53.0,126.0,34.0,8066.0,257.0,-104.0,361.0,-44.0,151.0,157.0,441.0,52.0,25.0,23.0,106.0,127.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.307647198438644,0.0,0.692352831363678,0.0,0.0,0.0,0.0,0.0,-118.583333333333,48.75,Shrub/Scrub,False,False,True,False,True,False,False,False,False,False,False
103,14.0,128.0,35.0,7581.0,210.0,-148.0,358.0,47.0,-40.0,112.0,649.0,84.0,39.0,22.0,180.0,155.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6279289126396179,0.0,0.37207111716270397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-113.583333333333,48.75,Other,False,False,True,False,False,False,False,False,True,False,False
107,49.0,152.0,32.0,10556.0,283.0,-179.0,462.0,157.0,-70.0,181.0,331.0,58.0,12.0,54.0,134.0,44.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6420642137527471,0.0,0.35793581604957597,0.0,0.0,-109.083333333333,48.75,Grassland/Herbaceous,False,False,False,False,False,True,False,True,False,False,False
138,98.0,78.0,41.0,4057.0,207.0,18.0,189.0,53.0,150.0,150.0,647.0,100.0,19.0,52.0,71.0,257.0,0.0,0.0989623218774796,0,0.0,0.0,0.0,0.0,0.0,0.0,0.901037693023682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.083333333333,48.5833333333333,Evergreen Forest,True,False,True,False,False,False,False,False,False,False,False
139,96.0,81.0,41.0,4095.0,207.0,14.0,193.0,50.0,148.0,148.0,679.0,100.0,22.0,47.0,81.0,260.0,0.0,0.748095989227295,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25190398097038297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.916666666667,48.5833333333333,Open Water,True,False,True,False,False,False,False,False,False,False,False
141,99.0,84.0,40.0,4319.0,214.0,8.0,206.0,49.0,154.0,154.0,733.0,105.0,27.0,43.0,93.0,274.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.583333333333,48.5833333333333,Open Water,True,False,False,False,False,False,False,False,False,False,False
143,91.0,93.0,40.0,4711.0,222.0,-6.0,228.0,38.0,152.0,152.0,1262.0,174.0,42.0,43.0,150.0,463.0,0.0,0.0,0,0.0,0.126351445913315,0.0,0.0,0.0,0.0,0.7682723402976991,0.0904934927821159,0.0,0.0,0.0148827219381928,0.0,0.0,0.0,-122.25,48.5833333333333,Evergreen Forest,False,False,True,True,False,False,True,False,False,True,False
144,79.0,90.0,38.0,5044.0,213.0,-20.0,233.0,22.0,144.0,144.0,1575.0,226.0,47.0,47.0,185.0,604.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.083333333333,48.5833333333333,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
147,49.0,89.0,34.0,5886.0,198.0,-60.0,258.0,-17.0,125.0,126.0,1776.0,278.0,46.0,55.0,189.0,738.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.583333333333,48.5833333333333,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
148,68.0,94.0,35.0,6017.0,222.0,-43.0,265.0,-1.0,145.0,145.0,1822.0,291.0,43.0,59.0,154.0,771.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.416666666667,48.5833333333333,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
149,44.0,97.0,34.0,6413.0,205.0,-75.0,280.0,-29.0,127.0,127.0,1537.0,250.0,40.0,58.0,142.0,656.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.445195317268372,0.0,0.5548046827316279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.25,48.5833333333333,Evergreen Forest,False,False,True,False,False,False,False,False,True,False,False
150,12.0,105.0,33.0,7085.0,187.0,-124.0,311.0,-69.0,103.0,103.0,961.0,154.0,34.0,50.0,122.0,397.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0940099358558655,0.0,0.0,0.905990064144135,0.0,0.0,0.0,0.0,-120.75,48.5833333333333,Grassland/Herbaceous,False,False,True,False,False,True,False,False,False,False,False
152,34.0,122.0,34.0,8005.0,230.0,-124.0,354.0,-62.0,132.0,135.0,641.0,106.0,25.0,51.0,89.0,268.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.416666666667,48.5833333333333,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
156,55.0,127.0,34.0,8381.0,258.0,-113.0,371.0,-47.0,156.0,160.0,369.0,49.0,19.0,29.0,77.0,123.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.590698778629303,0.0,0.409301221370697,0.0,0.0,0.0,0.0,0.0,-119.75,48.5833333333333,Evergreen Forest,False,False,True,False,True,False,False,False,False,False,False
157,78.0,129.0,34.0,8574.0,284.0,-92.0,376.0,-26.0,181.0,186.0,326.0,41.0,16.0,26.0,70.0,105.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.43193045258521995,0.0,0.568069517612457,0.0,0.0,0.0,0.0,0.0,-119.583333333333,48.5833333333333,Shrub/Scrub,False,False,True,False,True,False,False,False,False,False,False
161,48.0,126.0,35.0,8015.0,251.0,-109.0,360.0,-48.0,146.0,151.0,389.0,46.0,22.0,23.0,93.0,111.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.626114308834076,0.0,0.373885691165924,0.0,0.0,0.0,0.0,0.0,-118.916666666667,48.5833333333333,Evergreen Forest,False,False,True,False,True,False,False,False,False,False,False
162,57.0,132.0,36.0,8087.0,264.0,-101.0,365.0,-41.0,155.0,161.0,397.0,48.0,22.0,24.0,93.0,115.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6698703169822691,0.0,0.330129683017731,0.0,0.0,0.0,0.0,0.0,-118.75,48.5833333333333,Evergreen Forest,False,False,True,False,True,False,False,False,False,False,False
172,42.0,121.0,34.0,7587.0,245.0,-102.0,347.0,-45.0,137.0,141.0,857.0,115.0,33.0,37.0,138.0,305.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-116.25,48.5833333333333,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
177,39.0,134.0,36.0,7894.0,248.0,-124.0,372.0,-53.0,134.0,142.0,685.0,75.0,42.0,22.0,162.0,202.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699945464730263,0.0,0.930005431175232,0.0,0.0,0.0,0.0,0.0,-114.083333333333,48.5833333333333,Shrub/Scrub,False,False,True,False,True,False,False,False,False,False,False
178,43.0,131.0,35.0,7888.0,249.0,-119.0,368.0,-48.0,137.0,146.0,683.0,77.0,42.0,21.0,165.0,195.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-113.916666666667,48.5833333333333,Open Water,True,False,False,False,False,False,False,False,False,False,False
181,40.0,128.0,34.0,8209.0,241.0,-132.0,373.0,80.0,-9.0,146.0,496.0,74.0,28.0,30.0,157.0,105.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-113.083333333333,48.5833333333333,Grassland/Herbaceous,False,False,False,False,False,True,False,False,False,False,False
184,49.0,134.0,33.0,8823.0,258.0,-140.0,398.0,139.0,-63.0,164.0,324.0,69.0,9.0,68.0,146.0,29.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-112.416666666667,48.5833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
186,60.0,145.0,35.0,9173.0,275.0,-138.0,413.0,153.0,-59.0,177.0,296.0,61.0,6.0,71.0,132.0,23.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305206533521414,0.969479322433472,0.0,0.0,0.0,0.0,-111.916666666667,48.5833333333333,Grassland/Herbaceous,False,False,False,False,True,True,False,False,False,False,False
188,55.0,154.0,35.0,9830.0,283.0,-155.0,438.0,155.0,-75.0,179.0,289.0,58.0,7.0,66.0,128.0,28.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213816687464714,0.8316051363945011,0.147013187408447,0.0,0.0,-110.916666666667,48.5833333333333,Pasture/Hay,False,False,False,False,False,True,True,True,False,False,False
220,36.0,122.0,24.0,12843.0,272.0,-220.0,492.0,190.0,-141.0,190.0,483.0,83.0,12.0,59.0,219.0,42.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-97.25,48.5833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
230,23.0,125.0,25.0,12179.0,254.0,-234.0,488.0,169.0,-146.0,169.0,704.0,105.0,21.0,48.0,291.0,80.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.5833333333333,48.5833333333333,Other,False,False,False,False,False,False,False,False,True,False,False
232,91.0,66.0,40.0,3486.0,181.0,20.0,161.0,55.0,134.0,137.0,2261.0,346.0,53.0,57.0,214.0,941.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124.583333333333,48.4166666666667,Open Water,True,False,False,False,False,False,False,False,False,False,False
233,99.0,78.0,41.0,4009.0,207.0,18.0,189.0,54.0,150.0,150.0,574.0,84.0,19.0,49.0,69.0,225.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.083333333333,48.4166666666667,Open Water,True,False,False,False,False,False,False,False,False,False,False
234,98.0,80.0,41.0,4008.0,206.0,15.0,191.0,52.0,148.0,148.0,566.0,81.0,20.0,44.0,73.0,214.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.916666666667,48.4166666666667,Open Water,True,False,False,False,False,False,False,False,False,False,False
236,98.0,83.0,41.0,4163.0,210.0,11.0,199.0,50.0,151.0,151.0,654.0,91.0,26.0,39.0,90.0,237.0,0.0,0.27629250288009605,0,0.0,0.0,0.0,0.0,0.0,0.0,0.723707497119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.583333333333,48.4166666666667,Evergreen Forest,True,False,True,False,False,False,False,False,False,False,False
237,102.0,92.0,42.0,4393.0,227.0,9.0,218.0,51.0,158.0,158.0,818.0,108.0,31.0,38.0,111.0,288.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-122.416666666667,48.4166666666667,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
238,98.0,95.0,42.0,4553.0,227.0,3.0,224.0,46.0,156.0,156.0,1129.0,153.0,38.0,41.0,140.0,405.0,0.0,0.0,0,0.0,0.20834194123745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.791658043861389,0.0,0.0,0.0,-122.25,48.4166666666667,Pasture/Hay,False,False,False,False,False,False,True,False,False,True,False
243,55.0,136.0,35.0,8623.0,267.0,-118.0,385.0,-51.0,158.0,163.0,488.0,84.0,18.0,53.0,68.0,209.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.25,48.4166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
244,58.0,135.0,34.0,8671.0,270.0,-116.0,386.0,-48.0,162.0,166.0,417.0,66.0,18.0,45.0,68.0,165.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-120.083333333333,48.4166666666667,Grassland/Herbaceous,False,False,False,False,False,True,False,False,False,False,False
245,35.0,122.0,33.0,8123.0,234.0,-126.0,360.0,-63.0,135.0,138.0,461.0,67.0,22.0,36.0,83.0,168.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.916666666667,48.4166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
246,56.0,128.0,34.0,8455.0,261.0,-112.0,373.0,-46.0,159.0,163.0,373.0,51.0,18.0,32.0,72.0,129.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.75,48.4166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
251,64.0,126.0,33.0,8355.0,276.0,-96.0,372.0,-36.0,165.0,173.0,484.0,63.0,25.0,30.0,96.0,154.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.083333333333,48.4166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
257,66.0,124.0,36.0,7496.0,268.0,-74.0,342.0,-22.0,157.0,164.0,804.0,112.0,29.0,40.0,122.0,295.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.747142136096954,0.0,0.25285786390304604,0.0,0.0,0.0,0.0,0.0,-116.416666666667,48.4166666666667,Evergreen Forest,False,False,True,False,True,False,False,False,False,False,False
260,38.0,129.0,35.0,7637.0,248.0,-112.0,360.0,-50.0,134.0,138.0,826.0,106.0,34.0,35.0,141.0,288.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.75,48.4166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
265,51.0,138.0,36.0,8093.0,266.0,-114.0,380.0,-45.0,108.0,156.0,553.0,68.0,33.0,23.0,144.0,159.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-114.416666666667,48.4166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
266,48.0,133.0,35.0,8036.0,259.0,-115.0,374.0,-47.0,144.0,152.0,605.0,71.0,39.0,22.0,151.0,173.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-114.25,48.4166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
267,49.0,129.0,35.0,7974.0,257.0,-110.0,367.0,-44.0,144.0,153.0,686.0,76.0,41.0,22.0,160.0,202.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-114.083333333333,48.4166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
268,36.0,128.0,35.0,7740.0,240.0,-121.0,361.0,-53.0,130.0,137.0,732.0,79.0,42.0,21.0,167.0,216.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-113.916666666667,48.4166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
270,14.0,127.0,35.0,7560.0,211.0,-144.0,355.0,46.0,108.0,113.0,698.0,82.0,43.0,19.0,177.0,186.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.36175191402435297,0.0,0.0410861782729626,0.5971619486808779,0.0,0.0,0.0,0.0,-113.416666666667,48.4166666666667,Grassland/Herbaceous,False,False,True,False,True,True,False,False,False,False,False
271,30.0,128.0,35.0,7823.0,229.0,-134.0,363.0,66.0,125.0,132.0,656.0,78.0,40.0,20.0,166.0,178.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.692689061164856,0.307310938835144,0.0,0.0,0.0,0.0,0.0,0.0,-113.25,48.4166666666667,Evergreen Forest,False,False,True,True,False,False,False,False,False,False,False
312,31.0,131.0,26.0,12712.0,268.0,-231.0,499.0,183.0,-145.0,183.0,542.0,93.0,10.0,62.0,252.0,42.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547526180744171,0.309238195419312,0.143235638737679,-95.9166666666667,48.4166666666667,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,True
324,91.0,87.0,42.0,4255.0,214.0,7.0,207.0,44.0,145.0,147.0,2361.0,369.0,48.0,60.0,203.0,999.0,0.0,0.33661749958992,0,0.0,0.0,0.0,0.0,0.0,0.0,0.424879163503647,0.0,0.23850333690643302,0.0,0.0,0.0,0.0,0.0,-124.25,48.25,Evergreen Forest,True,False,True,False,True,False,False,False,False,False,False
327,98.0,84.0,41.0,4190.0,213.0,11.0,202.0,50.0,151.0,151.0,631.0,85.0,25.0,36.0,91.0,222.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.583333333333,48.25,Open Water,True,False,False,False,False,False,False,False,False,False,False
328,101.0,89.0,41.0,4380.0,224.0,11.0,213.0,51.0,157.0,157.0,803.0,107.0,30.0,38.0,110.0,282.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577722072601318,0.0,0.0,0.42227792739868203,-122.416666666667,48.25,Pasture/Hay,False,False,False,False,False,False,True,False,False,False,True
