cell,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio12,bio13,bio14,bio15,bio18,bio19,X0,X11,X12,X21,X22,X23,X24,X31,X41,X42,X43,X52,X71,X81,X82,X90,X95,x,y,dominant_cover,has_open_water,has_deciduous_forest,has_evergreen_forest,has_mixed_forest,has_shrub_or_scrub,has_grassland_or_herbaceous,has_pasture_or_hay,has_cultivated_crops,has_other,has_developed,has_wetlands
3701,71.0,113.0,29.0,9309.0,262.0,-121.0,383.0,28.0,188.0,188.0,1175.0,129.0,82.0,14.0,256.0,289.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.664576888084412,0.0,0.0,0.0,0.0,0.335423111915588,0.0,0.0,0.0,-69.25,44.25,Deciduous Forest,False,True,False,False,False,False,True,False,False,False,False
3702,71.0,111.0,29.0,9230.0,260.0,-120.0,380.0,28.0,187.0,187.0,1197.0,133.0,82.0,15.0,255.0,299.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.385417848825455,0.6145821809768679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.0833333333333,44.25,Evergreen Forest,False,True,True,False,False,False,False,False,False,False,False
3704,73.0,108.0,29.0,9060.0,259.0,-113.0,372.0,33.0,187.0,187.0,1203.0,136.0,79.0,16.0,244.0,314.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.75,44.25,Open Water,True,False,False,False,False,False,False,False,False,False,False
3706,72.0,107.0,28.0,9012.0,256.0,-114.0,370.0,-19.0,184.0,184.0,1244.0,142.0,77.0,18.0,242.0,336.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.4166666666667,44.25,Open Water,True,False,False,False,False,False,False,False,False,False,False
3707,71.0,106.0,28.0,9008.0,255.0,-115.0,370.0,-20.0,183.0,183.0,1261.0,144.0,77.0,18.0,242.0,345.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.25,44.25,Open Water,True,False,False,False,False,False,False,False,False,False,False
3710,114.0,117.0,44.0,5165.0,274.0,9.0,265.0,55.0,181.0,183.0,1175.0,204.0,12.0,68.0,72.0,531.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29847094416618297,0.0,0.0,0.701529085636139,-123.25,44.0833333333333,Wetlands,False,False,False,False,False,False,True,False,False,False,True
3711,114.0,115.0,43.0,5107.0,274.0,12.0,262.0,56.0,181.0,183.0,1231.0,207.0,13.0,66.0,80.0,540.0,0.0,0.0,0,0.0,0.832612335681915,0.167387664318085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.083333333333,44.0833333333333,Developed,False,False,False,False,False,False,False,False,False,True,False
3712,108.0,115.0,43.0,5035.0,267.0,5.0,262.0,52.0,174.0,175.0,1371.0,220.0,17.0,61.0,97.0,575.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.231069251894951,0.0,0.49038678407669106,0.0892125591635704,0.18933139741420701,0.0,0.0,0.0,-122.916666666667,44.0833333333333,Shrub/Scrub,False,False,True,False,True,True,True,False,False,False,False
3715,23.0,119.0,41.0,5842.0,198.0,-92.0,290.0,-36.0,103.0,103.0,1496.0,249.0,26.0,62.0,118.0,655.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.75,44.0833333333333,Other,False,False,False,False,False,False,False,False,True,False,False
3717,69.0,153.0,46.0,6038.0,267.0,-62.0,329.0,2.0,148.0,150.0,442.0,73.0,14.0,54.0,57.0,190.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13056062161922502,0.8694393634796139,0.0,0.0,0.0,0.0,-121.416666666667,44.0833333333333,Grassland/Herbaceous,False,False,False,False,True,True,False,False,False,False,False
3718,78.0,159.0,47.0,6034.0,280.0,-53.0,333.0,11.0,157.0,159.0,276.0,42.0,11.0,44.0,47.0,109.0,0.0,0.0,0,0.0,0.31406164169311496,0.0,0.0,0.0,0.0,0.0,0.0,0.6859383583068851,0.0,0.0,0.0,0.0,0.0,-121.25,44.0833333333333,Shrub/Scrub,False,False,False,False,True,False,False,False,False,True,False
3723,62.0,165.0,44.0,7008.0,280.0,-95.0,375.0,-19.0,150.0,155.0,339.0,43.0,15.0,29.0,63.0,104.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-119.75,44.0833333333333,Shrub/Scrub,False,False,False,False,True,False,False,False,False,False,False
3727,39.0,164.0,42.0,7403.0,259.0,-129.0,388.0,-47.0,131.0,136.0,414.0,56.0,16.0,33.0,72.0,141.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.583333333333,44.0833333333333,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
3742,45.0,151.0,36.0,9014.0,273.0,-139.0,412.0,-58.0,154.0,160.0,484.0,52.0,27.0,22.0,103.0,145.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-111.416666666667,44.0833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
3744,3.0,163.0,38.0,8816.0,234.0,-186.0,420.0,-95.0,111.0,117.0,664.0,82.0,38.0,24.0,134.0,219.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.75,44.0833333333333,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
3747,73.0,168.0,34.0,10379.0,322.0,-161.0,483.0,130.0,-65.0,206.0,204.0,37.0,6.0,53.0,63.0,22.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-107.916666666667,44.0833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
3758,57.0,135.0,35.0,8384.0,264.0,-115.0,379.0,142.0,-33.0,170.0,595.0,98.0,18.0,54.0,225.0,66.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.75,44.0833333333333,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
3761,80.0,143.0,34.0,9352.0,297.0,-119.0,416.0,174.0,-24.0,202.0,460.0,86.0,9.0,67.0,195.0,33.0,0.0,0.0,0,0.0,0.0,0.05358847975730901,0.0,0.0,0.0,0.0,0.0,0.0,0.946411550045013,0.0,0.0,0.0,0.0,-103.25,44.0833333333333,Grassland/Herbaceous,False,False,False,False,False,True,False,False,False,True,False
3766,81.0,142.0,30.0,10973.0,318.0,-142.0,460.0,192.0,-63.0,221.0,464.0,82.0,9.0,62.0,194.0,33.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.416666666667,44.0833333333333,Grassland/Herbaceous,False,False,False,False,False,True,False,False,False,False,False
3775,66.0,120.0,26.0,11750.0,288.0,-171.0,459.0,189.0,-95.0,210.0,679.0,96.0,15.0,51.0,269.0,52.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-95.4166666666667,44.0833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
3777,67.0,121.0,26.0,11753.0,289.0,-170.0,459.0,210.0,-95.0,210.0,690.0,98.0,15.0,51.0,278.0,52.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-95.0833333333333,44.0833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
3779,72.0,119.0,26.0,11546.0,290.0,-161.0,451.0,213.0,-86.0,213.0,709.0,105.0,16.0,52.0,298.0,54.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-94.5833333333333,44.0833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
3784,65.0,118.0,25.0,11677.0,283.0,-174.0,457.0,206.0,-96.0,206.0,783.0,108.0,21.0,48.0,316.0,72.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-93.5833333333333,44.0833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
3785,67.0,118.0,25.0,11676.0,285.0,-171.0,456.0,208.0,-95.0,208.0,788.0,108.0,21.0,48.0,314.0,72.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-93.4166666666667,44.0833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
3786,69.0,120.0,26.0,11591.0,289.0,-166.0,455.0,210.0,-90.0,210.0,780.0,108.0,20.0,49.0,312.0,69.0,0.0,0.0,0,0.0,0.5430139899253851,0.298891872167587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158094108104706,0.0,0.0,-93.25,44.0833333333333,Developed,False,False,False,False,False,False,False,True,False,True,False
3787,68.0,119.0,26.0,11502.0,286.0,-165.0,451.0,208.0,-90.0,208.0,786.0,110.0,19.0,50.0,317.0,68.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562346041202545,0.0,0.43765398859977706,-93.0833333333333,44.0833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,True
3788,66.0,118.0,26.0,11399.0,282.0,-164.0,446.0,205.0,-90.0,205.0,789.0,110.0,19.0,50.0,318.0,68.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-92.9166666666667,44.0833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
3789,65.0,118.0,26.0,11295.0,280.0,-164.0,444.0,203.0,-89.0,203.0,791.0,111.0,19.0,50.0,321.0,68.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-92.75,44.0833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
3791,66.0,119.0,26.0,11212.0,280.0,-163.0,443.0,202.0,-88.0,202.0,804.0,114.0,19.0,48.0,323.0,71.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.30107575654983504,0.0,0.0,0.0,0.0,0.0,0.6989242434501651,0.0,0.0,-92.4166666666667,44.0833333333333,Cultivated Crops,False,True,False,False,False,False,False,True,False,False,False
3793,67.0,122.0,27.0,11215.0,282.0,-166.0,448.0,203.0,-88.0,203.0,834.0,115.0,21.0,47.0,326.0,76.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0618711449205875,0.0,0.0,0.0,0.0,0.0,0.93812882900238,0.0,0.0,-92.0833333333333,44.0833333333333,Cultivated Crops,False,True,False,False,False,False,False,True,False,False,False
3796,71.0,125.0,27.0,11165.0,289.0,-164.0,453.0,193.0,-83.0,207.0,827.0,108.0,22.0,46.0,315.0,78.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.5833333333333,44.0833333333333,Deciduous Forest,False,True,False,False,False,False,False,False,False,False,False
3804,68.0,131.0,29.0,10894.0,287.0,-161.0,448.0,188.0,-82.0,200.0,815.0,107.0,24.0,44.0,298.0,82.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157090455293655,0.0,0.0,0.0,0.00577484630048275,0.837134718894958,0.0,-90.0833333333333,44.0833333333333,Wetlands,False,False,False,True,False,False,False,True,False,False,True
3805,67.0,128.0,28.0,10868.0,284.0,-160.0,444.0,187.0,-82.0,199.0,814.0,105.0,24.0,43.0,297.0,83.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00822319276630878,0.0,0.00559697672724724,0.0,0.0,0.0,0.39938914775848405,0.5867906808853149,0.0,-89.9166666666667,44.0833333333333,Wetlands,False,True,False,True,False,False,False,True,False,False,True
3806,66.0,124.0,28.0,10869.0,280.0,-159.0,439.0,186.0,-83.0,198.0,811.0,104.0,25.0,43.0,295.0,83.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.716858327388763,0.0,0.0,0.28314167261123696,0.0,0.0,0.0,0.0,-89.75,44.0833333333333,Evergreen Forest,False,False,True,False,False,True,False,False,False,False,False
3812,72.0,113.0,26.0,10728.0,280.0,-143.0,423.0,191.0,-74.0,203.0,778.0,94.0,26.0,38.0,276.0,93.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-88.75,44.0833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
3815,70.0,107.0,25.0,10612.0,276.0,-139.0,415.0,190.0,-74.0,201.0,787.0,94.0,27.0,36.0,273.0,97.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-88.25,44.0833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
3818,69.0,99.0,25.0,9859.0,261.0,-124.0,385.0,185.0,-63.0,191.0,775.0,90.0,30.0,30.0,254.0,110.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-87.75,44.0833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
3819,69.0,94.0,25.0,9514.0,252.0,-118.0,370.0,183.0,-59.0,187.0,765.0,89.0,32.0,28.0,243.0,117.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.5833333333333,44.0833333333333,Open Water,True,False,False,False,False,False,False,False,False,False,False
3826,64.0,120.0,30.0,9770.0,272.0,-127.0,399.0,175.0,-56.0,185.0,784.0,101.0,31.0,29.0,239.0,123.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0838742181658745,0.0,0.0,0.0,0.0,0.0,0.916125774383545,0.0,0.0,-85.0833333333333,44.0833333333333,Cultivated Crops,False,True,False,False,False,False,False,True,False,False,False
3829,67.0,120.0,29.0,9836.0,275.0,-127.0,402.0,179.0,-54.0,189.0,767.0,95.0,30.0,28.0,238.0,122.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293938457965851,0.7060615420341491,0.0,-84.5833333333333,44.0833333333333,Wetlands,False,False,False,False,False,False,False,True,False,False,True
3833,72.0,104.0,27.0,9441.0,265.0,-109.0,374.0,183.0,-45.0,189.0,769.0,88.0,39.0,20.0,222.0,143.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0833333333333,44.0833333333333,Open Water,True,False,False,False,False,False,False,False,False,False,False
3862,48.0,124.0,30.0,9658.0,248.0,-158.0,406.0,2.0,-69.0,169.0,1300.0,132.0,93.0,10.0,334.0,306.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.766264140605927,0.0,0.233735844492912,0.0,0.0,0.0,0.0,0.0,0.0,-71.25,44.0833333333333,Deciduous Forest,False,True,False,True,False,False,False,False,False,False,False
3863,55.0,129.0,31.0,9734.0,259.0,-155.0,414.0,8.0,-62.0,177.0,1241.0,128.0,89.0,10.0,312.0,295.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0144268935546279,0.0430324077606201,0.94254070520401,0.0,0.0,0.0,0.0,0.0,0.0,-71.0833333333333,44.0833333333333,Mixed Forest,False,True,True,True,False,False,False,False,False,False,False
3864,64.0,132.0,31.0,9809.0,270.0,-149.0,419.0,17.0,-54.0,187.0,1145.0,120.0,82.0,11.0,285.0,271.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18540020287036899,0.0,0.0,0.0,0.0,0.518349051475525,0.29625076055526695,-70.9166666666667,44.0833333333333,Wetlands,False,False,False,True,False,False,False,False,False,False,True
3865,63.0,127.0,30.0,9729.0,265.0,-147.0,412.0,16.0,-54.0,185.0,1160.0,123.0,84.0,11.0,284.0,276.0,0.0,0.256197988986969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7438020110130309,0.0,0.0,0.0,0.0,0.0,0.0,-70.75,44.0833333333333,Mixed Forest,True,False,False,True,False,False,False,False,False,False,False
3866,66.0,123.0,30.0,9679.0,265.0,-141.0,406.0,19.0,-51.0,187.0,1153.0,123.0,83.0,11.0,276.0,276.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00149224163033068,0.998507738113403,0.0,0.0,0.0,0.0,0.0,0.0,-70.5833333333333,44.0833333333333,Mixed Forest,False,False,True,True,False,False,False,False,False,False,False
3868,71.0,112.0,28.0,9567.0,266.0,-126.0,392.0,26.0,183.0,192.0,1146.0,122.0,84.0,12.0,260.0,285.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.25,44.0833333333333,Developed,False,False,False,False,False,False,False,False,False,True,False
3869,72.0,110.0,28.0,9474.0,264.0,-122.0,386.0,28.0,183.0,192.0,1147.0,122.0,82.0,12.0,257.0,285.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0684066936373711,0.0,0.0,0.0,0.0,0.502398431301117,0.0,0.429194867610931,0.0,-70.0833333333333,44.0833333333333,Pasture/Hay,False,True,False,False,False,False,True,False,False,False,True
3870,73.0,110.0,28.0,9401.0,263.0,-120.0,383.0,29.0,183.0,191.0,1139.0,121.0,80.0,12.0,254.0,282.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.43092495203018205,0.0,0.569075047969818,0.0,0.0,0.0,0.0,0.0,0.0,-69.9166666666667,44.0833333333333,Mixed Forest,False,True,False,True,False,False,False,False,False,False,False
3871,74.0,111.0,29.0,9323.0,263.0,-117.0,380.0,31.0,184.0,191.0,1132.0,121.0,79.0,12.0,251.0,279.0,0.0,0.0,0,0.597259759902954,0.0,0.0,0.0,0.0,0.0,0.0,0.402740210294724,0.0,0.0,0.0,0.0,0.0,0.0,-69.75,44.0833333333333,Developed,False,False,False,True,False,False,False,False,False,True,False
3872,75.0,111.0,29.0,9252.0,264.0,-116.0,380.0,33.0,191.0,191.0,1140.0,123.0,79.0,13.0,249.0,282.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.404518157243729,0.533834517002106,0.0616472847759724,0.0,0.0,0.0,0.0,0.0,0.0,-69.5833333333333,44.0833333333333,Evergreen Forest,False,True,True,True,False,False,False,False,False,False,False
3873,75.0,110.0,29.0,9190.0,263.0,-114.0,377.0,33.0,191.0,191.0,1154.0,126.0,79.0,13.0,249.0,287.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.299479216337204,0.0,0.0,0.0,0.0,0.0,0.0,0.700520813465118,0.0,-69.4166666666667,44.0833333333333,Wetlands,False,True,False,False,False,False,False,False,False,False,True
3874,75.0,110.0,29.0,9117.0,262.0,-113.0,375.0,34.0,190.0,190.0,1174.0,129.0,79.0,14.0,248.0,296.0,0.0,0.0,0,0.0,0.0,0.5829207301139829,0.0,0.0,0.055675532668829,0.0,0.0,0.0,0.0,0.19479957222938502,0.0,0.166604176163673,0.0,-69.25,44.0833333333333,Developed,False,True,False,False,False,False,True,False,False,True,True
3875,76.0,109.0,29.0,9070.0,261.0,-111.0,372.0,35.0,189.0,189.0,1186.0,132.0,79.0,15.0,246.0,302.0,0.0,0.7214560508728031,0,0.0,0.0724999234080315,0.0,0.0,0.0,0.20604403316974598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.0833333333333,44.0833333333333,Open Water,True,True,False,False,False,False,False,False,False,True,False
3879,111.0,98.0,51.0,3482.0,218.0,27.0,191.0,72.0,153.0,157.0,1906.0,316.0,18.0,67.0,107.0,849.0,0.0,0.787147462368011,0,0.0,0.0,0.0,0.0,0.0,0.0,0.21285253763198897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124.083333333333,43.9166666666667,Open Water,True,False,True,False,False,False,False,False,False,False,False
3883,108.0,119.0,45.0,5002.0,268.0,4.0,264.0,52.0,173.0,175.0,1270.0,206.0,14.0,63.0,85.0,541.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.214037224650383,0.0,0.0,0.0,0.7859627604484559,0.0,0.0,0.0,-123.083333333333,43.9166666666667,Pasture/Hay,False,False,True,False,False,False,True,False,False,False,False
3884,104.0,117.0,44.0,5036.0,263.0,0.0,263.0,48.0,170.0,171.0,1366.0,218.0,17.0,61.0,98.0,565.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.857538998126984,0.0,0.0250126998871565,0.0,0.117448292672634,0.0,0.0,0.0,-122.916666666667,43.9166666666667,Evergreen Forest,False,False,True,False,True,False,True,False,False,False,False
3889,48.0,141.0,43.0,6176.0,241.0,-82.0,323.0,-18.0,130.0,131.0,812.0,137.0,19.0,59.0,81.0,355.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.583333333333,43.9166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
3890,64.0,152.0,45.0,6179.0,262.0,-70.0,332.0,-5.0,144.0,146.0,469.0,78.0,15.0,53.0,61.0,200.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.416666666667,43.9166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
3891,60.0,153.0,46.0,6148.0,259.0,-72.0,331.0,-7.0,141.0,143.0,424.0,67.0,15.0,48.0,61.0,171.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.586204528808594,0.0,0.41379547119140603,0.0,0.0,0.0,0.0,0.0,-121.25,43.9166666666667,Evergreen Forest,False,False,True,False,True,False,False,False,False,False,False
3892,69.0,160.0,47.0,6213.0,273.0,-67.0,340.0,-1.0,149.0,152.0,303.0,44.0,13.0,40.0,54.0,111.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-121.083333333333,43.9166666666667,Shrub/Scrub,False,False,False,False,True,False,False,False,False,False,False
3893,66.0,162.0,46.0,6323.0,273.0,-72.0,345.0,-5.0,148.0,151.0,290.0,39.0,13.0,36.0,55.0,98.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-120.916666666667,43.9166666666667,Shrub/Scrub,False,False,False,False,True,False,False,False,False,False,False
3898,46.0,164.0,42.0,7311.0,264.0,-121.0,385.0,-40.0,136.0,141.0,360.0,46.0,15.0,30.0,63.0,118.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-118.916666666667,43.9166666666667,Shrub/Scrub,False,False,False,False,True,False,False,False,False,False,False
3904,98.0,152.0,37.0,8506.0,326.0,-75.0,401.0,-5.0,200.0,208.0,347.0,46.0,7.0,42.0,43.0,127.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038870558142662,0.0,0.9611294269561771,0.0,0.0,-116.583333333333,43.9166666666667,Cultivated Crops,False,False,False,False,False,True,False,True,False,False,False
3905,90.0,153.0,38.0,8348.0,318.0,-81.0,399.0,-10.0,191.0,198.0,413.0,56.0,9.0,43.0,51.0,154.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-116.416666666667,43.9166666666667,Grassland/Herbaceous,False,False,False,False,False,True,False,False,False,False,False
3906,82.0,155.0,38.0,8281.0,311.0,-87.0,398.0,-16.0,183.0,190.0,483.0,68.0,11.0,45.0,57.0,185.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-116.25,43.9166666666667,Grassland/Herbaceous,False,False,False,False,False,True,False,False,False,False,False
3918,10.0,162.0,38.0,8876.0,242.0,-181.0,423.0,-89.0,118.0,125.0,612.0,75.0,34.0,24.0,121.0,201.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.607485294342041,0.0,0.392514705657959,0.0,0.0,0.0,0.0,0.0,-110.583333333333,43.9166666666667,Evergreen Forest,False,False,True,False,True,False,False,False,False,False,False
3927,71.0,145.0,34.0,9308.0,295.0,-120.0,415.0,166.0,-46.0,194.0,427.0,74.0,11.0,59.0,170.0,42.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00990153290331364,0.0,0.0,0.990098476409912,0.0,0.0,0.0,0.0,-104.25,43.9166666666667,Grassland/Herbaceous,False,False,True,False,False,True,False,False,False,False,False
3930,70.0,152.0,37.0,8676.0,287.0,-118.0,405.0,157.0,-37.0,186.0,502.0,95.0,8.0,71.0,223.0,33.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.416666666667,43.9166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
3935,86.0,151.0,33.0,10232.0,318.0,-128.0,446.0,190.0,-46.0,218.0,412.0,76.0,8.0,65.0,171.0,29.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-102.583333333333,43.9166666666667,Grassland/Herbaceous,False,False,False,False,False,True,False,False,False,False,False
3937,84.0,152.0,34.0,10286.0,317.0,-130.0,447.0,189.0,-48.0,217.0,424.0,78.0,8.0,65.0,176.0,30.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-102.25,43.9166666666667,Grassland/Herbaceous,False,False,False,False,False,True,False,False,False,False,False
3957,69.0,120.0,26.0,11632.0,289.0,-165.0,454.0,211.0,-90.0,211.0,704.0,102.0,15.0,52.0,288.0,53.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-94.9166666666667,43.9166666666667,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
3958,72.0,120.0,26.0,11558.0,291.0,-160.0,451.0,213.0,-86.0,213.0,706.0,103.0,15.0,53.0,293.0,52.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-94.75,43.9166666666667,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
